Location ID,Address,City,State,Zip,Latitude,Longitude,Location
5123,2334 S WENTWORTH AVE,CHICAGO,IL,60616,41.84995400192252,-87.632094195591,"41.84995400192252, -87.63209419559098"
5124,2334 W CERMAK RD,CHICAGO,IL,60608,41.85214901917227,-87.68465317409553,"41.85214901917227, -87.68465317409553"
5125,2335 N CICERO AVE,CHICAGO,IL,60639,41.92349095750785,-87.7461323368238,"41.92349095750785, -87.74613233682382"
5126,2335 N ORCHARD ST,CHICAGO,IL,60614,41.92469260253151,-87.64616383833264,"41.92469260253151, -87.64616383833263"
5127,2335 W FOSTER AVE,CHICAGO,IL,60625,41.975795428896056,-87.68816529480688,"41.975795428896056, -87.68816529480688"
5128,2335 W MONTROSE AVE,CHICAGO,IL,60618,41.9612179775438,-87.68761163321348,"41.9612179775438, -87.68761163321348"
5129,2336 N MILWAUKEE AVE,CHICAGO,IL,60647,41.923556675921546,-87.69864676647724,"41.923556675921546, -87.69864676647725"
5130,2336 S WABASH AVE,CHICAGO,IL,60616,41.84997598513925,-87.62557981903383,"41.84997598513926, -87.62557981903383"
5131,2336 S WENTWORTH AVE,CHICAGO,IL,60616,41.84989156785116,-87.63209186010796,"41.84989156785116, -87.63209186010796"
5132,2336 W BELMONT AVE,CHICAGO,IL,60618,41.9395777685524,-87.68701808965533,"41.9395777685524, -87.68701808965533"
5133,2336 W LAWRENCE AVE,CHICAGO,IL,60625,41.968743846927374,-87.68793653439427,"41.968743846927374, -87.68793653439427"
5134,2337 N CICERO AVE,CHICAGO,IL,60639,41.923549688403575,-87.7461338752981,"41.92354968840358, -87.7461338752981"
5135,2337 N MILWAUKEE AVE FL 1,CHICAGO,IL,60647,41.92375996879354,-87.69851607944803,"41.92375996879354, -87.69851607944803"
5136,2337 S MICHIGAN AVE,CHICAGO,IL,60616,41.85000469552829,-87.62358624366739,"41.85000469552829, -87.62358624366739"
5137,2337 W CERMAK RD,CHICAGO,IL,60608,41.85192841685362,-87.68472649164053,"41.85192841685362, -87.68472649164053"
5138,2337 W DEVON AVE,CHICAGO,IL,60659,41.99763682800486,-87.68888950247116,"41.99763682800486, -87.68888950247116"
5139,2337 W NORTH AVE,CHICAGO,IL,60647,41.91022606238114,-87.68622584709469,"41.91022606238114, -87.68622584709469"
5140,2338 N SACRAMENTO AVE,CHICAGO,IL,60647,41.92448184106952,-87.70245818877666,"41.924481841069515, -87.70245818877666"
5141,2338 S KEDZIE AVE,CHICAGO,IL,60623,41.84879049508066,-87.70531098155865,"41.84879049508066, -87.70531098155864"
5142,2338 S ST LOUIS AVE,CHICAGO,IL,60623,41.848701864024974,-87.71262005516117,"41.84870186402498, -87.71262005516117"
5143,2339 N MILWAUKEE AVE,CHICAGO,IL,60647,41.92379231815833,-87.6985698267018,"41.92379231815833, -87.69856982670179"
5144,2339 S WENTWORTH AVE,CHICAGO,IL,60616,41.84978829482296,-87.63179673960462,"41.84978829482295, -87.63179673960462"
5145,234 E 115TH ST,CHICAGO,IL,60628,41.68549637932911,-87.61665734971378,"41.68549637932911, -87.61665734971378"
5146,234 E 35TH ST,CHICAGO,IL,60616,41.83118112741629,-87.62041269402391,"41.83118112741629, -87.6204126940239"
5147,234 S HALSTED ST,CHICAGO,IL,60661,41.87810240305596,-87.64739070558905,"41.878102403055955, -87.64739070558905"
5148,234 S WABASH AVE,CHICAGO,IL,60604,41.87867434818134,-87.62624229534441,"41.878674348181335, -87.62624229534441"
5149,234 W CERMAK RD,CHICAGO,IL,60616,41.85294169925413,-87.63345426785067,"41.852941699254124, -87.63345426785067"
5150,234-236 W 31ST ST,CHICAGO,IL,60616,41.83832850207603,-87.63303201861649,"41.83832850207603, -87.63303201861649"
5151,2340 W 52ND ST,CHICAGO,IL,60609,41.79893753637153,-87.68351638236892,"41.79893753637153, -87.68351638236892"
5152,2340 W 69TH ST,CHICAGO,IL,60636,41.76845301348481,-87.68245960488858,"41.768453013484816, -87.68245960488858"
5153,2340 W DEVON AVE,CHICAGO,IL,60659,41.997853689438074,-87.68906426569195,"41.99785368943807, -87.68906426569195"
5154,2340 W MADISON ST,CHICAGO,IL,60612,41.881284102520006,-87.68562041782191,"41.88128410252, -87.68562041782191"
5155,2341 N NARRAGANSETT AVE,CHICAGO,IL,60639,41.923097678207924,-87.78527865943148,"41.923097678207924, -87.78527865943148"
5156,2341 W 95TH ST,CHICAGO,IL,60643,41.72083853412895,-87.68131761150946,"41.72083853412895, -87.68131761150946"
5157,2341 W HOWARD ST,CHICAGO,IL,60645,42.019420151811104,-87.68935307252893,"42.019420151811104, -87.68935307252893"
5158,2342 E 75TH ST,CHICAGO,IL,60649,41.759089115659364,-87.56711077874444,"41.759089115659364, -87.56711077874444"
5159,2342 N CLARK,CHICAGO,IL,60614,41.924827819740216,-87.64016496112795,"41.924827819740216, -87.64016496112795"
5160,2342 S WENTWORTH AVE,CHICAGO,IL,60616,41.849706090496255,-87.63208955920662,"41.84970609049626, -87.63208955920663"
5161,2342-2344 S WENTWORTH AVE,CHICAGO,IL,60616,41.849706090496255,-87.63208955920662,"41.84970609049626, -87.63208955920663"
5162,2343 E 71ST ST,CHICAGO,IL,60649,41.76592822544687,-87.56729718983736,"41.76592822544687, -87.56729718983736"
5163,2343 S THROOP ST,CHICAGO,IL,60608,41.84937722810732,-87.65847731791494,"41.849377228107315, -87.65847731791494"
5164,2343 W CHICAGO AVE,CHICAGO,IL,60622,41.89564503175785,-87.68610988884953,"41.89564503175785, -87.68610988884953"
5165,2343 W IRVING PARK RD,CHICAGO,IL,60618,41.953913903217355,-87.68772890356796,"41.953913903217355, -87.68772890356797"
5166,2343 W TAYLOR ST,CHICAGO,IL,60612,41.8688772011714,-87.6853578049071,"41.8688772011714, -87.6853578049071"
5167,2343-2345 E 71ST ST,CHICAGO,IL,60649,41.76592822544687,-87.56729718983736,"41.76592822544687, -87.56729718983736"
5168,2344 S HOYNE AVE,CHICAGO,IL,60608,41.849003072429255,-87.67835692516061,"41.84900307242926, -87.67835692516063"
5169,2344 W CERMAK RD,CHICAGO,IL,60608,41.8521436196765,-87.68504520753409,"41.8521436196765, -87.68504520753409"
5170,2344 W CHICAGO AVE,CHICAGO,IL,60622,41.895863316452996,-87.6861920122459,"41.895863316453, -87.68619201224591"
5171,2344 W GRAND AVE,CHICAGO,IL,60612,41.890780424132316,-87.68604133663814,"41.89078042413231, -87.68604133663814"
5172,2345 N CLARK ST,CHICAGO,IL,60614,41.924966179088,-87.63992601896568,"41.924966179088, -87.63992601896568"
5173,2345 N LEAVITT ST,CHICAGO,IL,60647,41.92405337234114,-87.68258626163593,"41.92405337234114, -87.68258626163593"
5174,2345 S CHRISTIANA AVE,CHICAGO,IL,60623,41.848579301505794,-87.70866954091204,"41.8485793015058, -87.70866954091203"
5175,2345 S CHRISTIANA,CHICAGO,IL,60623,41.848579301505794,-87.70866954091204,"41.8485793015058, -87.70866954091203"
5176,2345 S MILLARD,CHICAGO,IL,60623,41.848507096613424,-87.71598118785313,"41.848507096613424, -87.71598118785313"
5177,2345 S PULASKI RD,CHICAGO,IL,60623,41.84855901864004,-87.72453224422884,"41.84855901864004, -87.72453224422884"
5178,2345 W 103RD ST,CHICAGO,IL,60643,41.70626826171425,-87.68097505861364,"41.70626826171425, -87.68097505861364"
5179,2345 W ARMITAGE AVE,CHICAGO,IL,60647,41.91746648068976,-87.68681623688606,"41.917466480689754, -87.68681623688606"
5180,2345 W DEVON AVE,CHICAGO,IL,60659,41.997631946180526,-87.68922775918777,"41.997631946180526, -87.68922775918776"
5181,2346 N WESTERN AVE,CHICAGO,IL,60647,41.92473390876357,-87.68778278411594,"41.92473390876357, -87.68778278411595"
5182,2346 W FULLERTON AVE,CHICAGO,IL,60647,41.92501633219843,-87.68703329984116,"41.92501633219843, -87.68703329984115"
5183,2347 E 75TH ST,CHICAGO,IL,60649,41.758871552802745,-87.56693763454342,"41.75887155280274, -87.56693763454342"
5184,2347 S WABASH (45E),CHICAGO,IL,60616,41.84969736315694,-87.62527870032767,"41.849697363156935, -87.62527870032767"
5185,2347 W AUGUSTA BLVD,CHICAGO,IL,60622,41.89927824750087,-87.68635506651948,"41.89927824750087, -87.68635506651948"
5186,2348 W TAYLOR,CHICAGO,IL,60612,41.86909181548008,-87.6856191155683,"41.86909181548008, -87.68561911556829"
5187,2348-2350 N CLARK ST,CHICAGO,IL,60614,41.92497231271773,-87.64025215402182,"41.92497231271773, -87.64025215402182"
5188,2348-2352 N CLARK ST,CHICAGO,IL,60614,41.92497231271773,-87.64025215402182,"41.92497231271773, -87.64025215402182"
5189,2349 N CLARK ST,CHICAGO,IL,60614,41.925062507864006,-87.63998414727995,"41.925062507864006, -87.63998414727996"
5190,2349 N MILWAUKEE AVE,CHICAGO,IL,60647,41.924001294450896,-87.69890950999427,"41.924001294450896, -87.69890950999425"
5191,2349 S CALIFORNIA AVE,CHICAGO,IL,60608,41.84862617323958,-87.69520841767134,"41.84862617323958, -87.69520841767134"
5192,2349 W HOWARD ST,CHICAGO,IL,60645,42.01942088064485,-87.6896908394701,"42.01942088064485, -87.68969083947009"
5193,2349 W NORTH AVE,CHICAGO,IL,60647,41.91021894284313,-87.68673306821745,"41.910218942843144, -87.68673306821746"
5194,234O S SPRINGFIELD AVE,CHICAGO,IL,60623,41.87715977852073,-87.72325440769997,"41.87715977852073, -87.72325440769997"
5195,235 E 51ST ST,CHICAGO,IL,60615,41.80193976333425,-87.61963863510046,"41.801939763334246, -87.61963863510046"
5196,235 N ASHLAND AVE,CHICAGO,IL,60607,41.88649138251822,-87.6668645750203,"41.88649138251822, -87.6668645750203"
5197,235 S FRANKLIN ST,CHICAGO,IL,60606,41.87842162672269,-87.63506330589429,"41.878421626722684, -87.63506330589429"
5198,235 W EUGENIE UNIT M2,CHICAGO,IL,60614,41.912750161826274,-87.63623374961809,"41.912750161826274, -87.63623374961809"
5199,235 W LAKE ST,CHICAGO,IL,60606,41.885620943905664,-87.6350665333898,"41.885620943905664, -87.63506653338979"
5200,235 W VAN BUREN ST,CHICAGO,IL,60607,41.87672216051081,-87.63471047025764,"41.876722160510816, -87.63471047025764"
5201,2350 N CENTRAL AVE,CHICAGO,IL,60639,41.92366106229715,-87.76612551711685,"41.92366106229715, -87.76612551711685"
5202,2350 N CLARK ST,CHICAGO,IL,60614,41.925020477028696,-87.64028121840643,"41.925020477028696, -87.64028121840643"
5203,2350 S WENTWORTH AVE,CHICAGO,IL,60616,41.84945539735486,-87.63208508849644,"41.84945539735486, -87.63208508849644"
5204,2350 W 110 PL (11032S),CHICAGO,IL,60643,41.69305404481716,-87.68086190054576,"41.69305404481716, -87.68086190054576"
5205,2350 W CERMAK RD,CHICAGO,IL,60608,41.85214284687164,-87.68528173498287,"41.85214284687163, -87.68528173498287"
5206,2351 S WENTWORTH AVE,CHICAGO,IL,60616,41.84944168775224,-87.63179107433243,"41.84944168775224, -87.63179107433243"
5207,2351 W AUGUSTA BLVD,CHICAGO,IL,60622,41.89927624946552,-87.68650717185837,"41.899276249465515, -87.68650717185837"
5208,2351 W GRAND AVE,CHICAGO,IL,60612,41.890554239803976,-87.68628170324513,"41.89055423980398, -87.68628170324513"
5209,2351-2361 S WENTWORTH AVE,CHICAGO,IL,60616,41.84944168775224,-87.63179107433243,"41.84944168775224, -87.63179107433243"
5210,2352 E 75TH ST,CHICAGO,IL,60649,41.759093980239946,-87.5666892139346,"41.759093980239946, -87.5666892139346"
5211,2352 W CERMAK RD,CHICAGO,IL,60608,41.852142589161744,-87.6853605774659,"41.852142589161744, -87.68536057746589"
5212,2352-2358 N MILWAUKEE AVE,CHICAGO,IL,60647,41.923873095147144,-87.69916285360122,"41.92387309514714, -87.69916285360124"
5213,2353 N CLARK ST,CHICAGO,IL,60614,41.925161273003795,-87.64004388691313,"41.9251612730038, -87.64004388691313"
5214,2353 W 111TH ST,CHICAGO,IL,60643,41.69166663184949,-87.68083409329957,"41.691666631849486, -87.68083409329957"
5215,2354 W HIRSCH,CHICAGO,IL,60622,41.90677803078131,-87.68689572945554,"41.90677803078131, -87.68689572945554"
5216,2354 W TOUHY AVE,CHICAGO,IL,60645,42.0123874974498,-87.68977603264929,"42.0123874974498, -87.6897760326493"
5217,2355 N MILWAUKEE AVE,CHICAGO,IL,60647,41.92411344379971,-87.69909050084559,"41.92411344379971, -87.6990905008456"
5218,2355 W ADDISON ST,CHICAGO,IL,60618,41.946623228221306,-87.68802683245613,"41.946623228221306, -87.68802683245612"
5219,2355 W DEVON AVE,CHICAGO,IL,60659,41.997625369607896,-87.68964851476555,"41.9976253696079, -87.68964851476555"
5220,2356 W CERMAK RD,CHICAGO,IL,60608,41.8521420735796,-87.6855182624321,"41.8521420735796, -87.6855182624321"
5221,2356 W CHICAGO AVE,CHICAGO,IL,60622,41.89585612058927,-87.68664748817481,"41.89585612058927, -87.68664748817483"
5222,2356 W ROOSEVELT RD,CHICAGO,IL,60608,41.86672490646652,-87.685842553295,"41.866724906466516, -87.685842553295"
5223,2357 E 79TH ST,CHICAGO,IL,60649,41.751616213583866,-87.56637519423893,"41.75161621358387, -87.56637519423892"
5224,2357 N MILWAUKEE AVE,CHICAGO,IL,60647,41.92415030562805,-87.69915088269198,"41.92415030562805, -87.69915088269197"
5225,2357 W FULLERTON AVE,CHICAGO,IL,60647,41.92479190663922,-87.68752179516619,"41.924791906639214, -87.68752179516619"
5226,2357 W HOWARD ST,CHICAGO,IL,60645,42.019420972435185,-87.69002507760582,"42.01942097243519, -87.69002507760582"
5227,2358 S WENTWORTH AVE,CHICAGO,IL,60616,41.849206103100016,-87.63207983842298,"41.849206103100016, -87.63207983842298"
5228,2359-2361 N MILWAUKEE AVE,CHICAGO,IL,60647,41.92418716742488,-87.69921126460798,"41.924187167424876, -87.69921126460798"
5229,236 N PULASKI RD,CHICAGO,IL,60624,41.88464314058556,-87.72592866367854,"41.88464314058556, -87.72592866367854"
5230,236 S STATE ST,CHICAGO,IL,60604,41.87856527075272,-87.62783522302402,"41.87856527075272, -87.62783522302401"
5231,236 W DIVISION ST,CHICAGO,IL,60610,41.90393925863843,-87.63610772554479,"41.90393925863843, -87.63610772554479"
5232,2360 N LINCOLN AVE,CHICAGO,IL,60614,41.924892803987134,-87.64819839725858,"41.924892803987134, -87.6481983972586"
5233,2360 N NEVA AVE,CHICAGO,IL,60707,41.922803593187815,-87.80453038015034,"41.922803593187815, -87.80453038015035"
5234,2360-2362 N CLYBOURN AVE,CHICAGO,IL,60614,41.92481591349683,-87.6690732490633,"41.92481591349683, -87.66907324906329"
5235,2361 S STATE ST,CHICAGO,IL,60616,41.84933387329424,-87.62685852965241,"41.849333873294235, -87.6268585296524"
5236,2362-2364 N NEVA AVE,CHICAGO,IL,60707,41.92287515233396,-87.80453333010418,"41.92287515233396, -87.80453333010419"
5237,2363-2365 N MILWAUKEE AVE,CHICAGO,IL,60647,41.92426082139295,-87.69933174792324,"41.92426082139295, -87.69933174792325"
5238,2364 N LINCOLN AVE,CHICAGO,IL,60614,41.92497070164917,-87.64830656797486,"41.924970701649166, -87.64830656797486"
5239,2366-2370 N NEVA AVE,CHICAGO,IL,60707,41.923010423191435,-87.80453642340093,"41.923010423191435, -87.80453642340093"
5240,2367 N MILWAUKEE AVE,CHICAGO,IL,60647,41.924334714096226,-87.69945232653929,"41.924334714096226, -87.69945232653929"
5241,2368 E 69TH ST,CHICAGO,IL,60649,41.770009419938006,-87.56709303658094,"41.770009419938006, -87.56709303658094"
5242,2368 N CLARK ST,CHICAGO,IL,60614,41.925447051329975,-87.64055403728639,"41.925447051329975, -87.64055403728639"
5243,237 W NORTH AVE,CHICAGO,IL,60610,41.911037684434355,-87.63621881248947,"41.91103768443435, -87.63621881248947"
5244,2370 N NEWCASTLE AVE,CHICAGO,IL,60707,41.92327700208769,-87.797210893408,"41.92327700208769, -87.79721089340802"
5245,2373 S ARCHER AVE,CHICAGO,IL,60616,41.849379215218015,-87.64105840223817,"41.849379215218015, -87.64105840223819"
5246,2375-2377 N MILWAUKEE AVE,CHICAGO,IL,60647,41.924482563171615,-87.6996928656208,"41.924482563171615, -87.6996928656208"
5247,2376 N NEVA AVE,CHICAGO,IL,60707,41.923340815503735,-87.80454558851432,"41.923340815503735, -87.80454558851432"
5248,238 W 33RD ST BLDG,CHICAGO,IL,60616,41.83468535402639,-87.63309454134783,"41.83468535402639, -87.63309454134783"
5249,238 W 33RD ST,CHICAGO,IL,60616,41.83468535402639,-87.63309454134783,"41.83468535402639, -87.63309454134783"
5250,238 W DIVISION ST,CHICAGO,IL,60610,41.90393760463335,-87.63621470016516,"41.90393760463335, -87.63621470016516"
5251,2385 N MILWAUKEE AVE,CHICAGO,IL,60647,41.92466824748828,-87.69999236109766,"41.92466824748827, -87.69999236109766"
5252,239 GOLF MILL CENTER STE 322,NILES NILES,IL,60714,,,"-,-"
5253,239 S HALSTED ST,CHICAGO,IL,60661,41.877979935440564,-87.64709520346346,"41.87797993544056, -87.64709520346345"
5254,24 E ADAMS ST,CHICAGO,IL,60603,41.87961077820512,-87.62685551466794,"41.87961077820512, -87.62685551466794"
5255,24 E CONGRESS PKWY,CHICAGO,IL,60605,41.875785489519636,-87.62670642508995,"41.87578548951963, -87.62670642508995"
5256,24 E GOETHE ST,CHICAGO,IL,60610,41.905932721814885,-87.62773152383984,"41.90593272181488, -87.62773152383984"
5257,24 E JACKSON BLVD,CHICAGO,IL,60604,41.87833791843214,-87.62681984702525,"41.87833791843214, -87.62681984702525"
5258,24 S CLINTON ST,CHICAGO,IL,60661,41.881100074442536,-87.64131524410391,"41.88110007444254, -87.64131524410391"
5259,24 S HALSTED ST,CHICAGO,IL,60661,41.88104148643726,-87.64748383876842,"41.88104148643726, -87.64748383876842"
5260,24 S KOSTNER AVE,CHICAGO,IL,60624,41.87976262260721,-87.73559411677185,"41.87976262260721, -87.73559411677186"
5261,24 S MICHIGAN AVE,CHICAGO,IL,60603,41.88151441122683,-87.62449559602777,"41.88151441122683, -87.62449559602777"
5262,24 W WALTON ST,CHICAGO,IL,60610,41.900031521314794,-87.62928901052443,"41.9000315213148, -87.62928901052442"
5263,240 E 103RD ST,CHICAGO,IL,60628,41.707373674428354,-87.6170303922,"41.70737367442835, -87.6170303922"
5264,240 E 35TH ST,CHICAGO,IL,60616,41.83118341297423,-87.62017889397112,"41.83118341297423, -87.62017889397112"
5265,240 E ONTARIO ST,CHICAGO,IL,60611,41.89348824475172,-87.6216448799063,"41.89348824475172, -87.6216448799063"
5266,240 W 104TH ST,CHICAGO,IL,60628,41.70536999334947,-87.62985092970249,"41.70536999334947, -87.62985092970249"
5267,240 W RANDOLPH ST,CHICAGO,IL,60606,41.88457397692592,-87.63508282967,"41.884573976925914, -87.63508282967"
5268,2400 E 105TH ST,CHICAGO,IL,60617,41.70466571358593,-87.56551919892533,"41.70466571358593, -87.56551919892533"
5269,2400 E 130TH ST,CHICAGO,IL,60633,41.65928603914349,-87.565517863218,"41.65928603914349, -87.565517863218"
5270,2400 E 75TH ST,CHICAGO,IL,60649,41.75909829728622,-87.56631498603434,"41.75909829728623, -87.56631498603433"
5271,2400 N LINCOLN AVE,CHICAGO,IL,60614,41.925435975228986,-87.64895098851831,"41.925435975228986, -87.64895098851831"
5272,2400 S HAMLIN AVE,CHICAGO,IL,60623,41.84789235474472,-87.71992137698628,"41.84789235474473, -87.71992137698626"
5273,2400 S HOMAN AVE,CHICAGO,IL,60623,41.847983465217816,-87.71016371882997,"41.84798346521781, -87.71016371882997"
5274,2400 S MARSHALL,CHICAGO,IL,60623,41.848154512659384,-87.69912725261034,"41.84815451265938, -87.69912725261035"
5275,2400 S PULASKI RD,CHICAGO,IL,60623,41.84785764883121,-87.724795305234,"41.84785764883121, -87.72479530523398"
5276,2400 S SACRAMENTO AVE,CHICAGO,IL,60623,41.848112537602255,-87.70039385350738,"41.848112537602255, -87.70039385350739"
5277,2400 S WENTWORTH AVE,CHICAGO,IL,60616,41.8491154482044,-87.63207811669216,"41.849115448204394, -87.63207811669216"
5278,2400 W FULLERTON AVE,CHICAGO,IL,60647,41.925009934765185,-87.68770475222249,"41.92500993476519, -87.68770475222249"
5279,2401 - 2403 N CLYBOURN AVE,CHICAGO,IL,60614,41.925234528765046,-87.66923254442136,"41.925234528765046, -87.66923254442136"
5280,2401 1/2 E 75TH ST,CHICAGO,IL,60649,41.75887878840544,-87.56631046987404,"41.75887878840544, -87.56631046987403"
5281,2401 N ASHLAND AVE,CHICAGO,IL,60614,41.925199752468856,-87.6680005030265,"41.92519975246885, -87.6680005030265"
5282,2401 N CLYBOURN AVE,CHICAGO,IL,60614,41.925234528765046,-87.66923254442136,"41.925234528765046, -87.66923254442136"
5283,2401 N LAKE SHORE DR,CHICAGO,IL,60614,41.92625160969205,-87.63104491217098,"41.926251609692045, -87.63104491217098"
5284,2401 N MILWAUKEE AVE,CHICAGO,IL,60647,41.92489740229432,-87.70036657187526,"41.92489740229432, -87.70036657187526"
5285,2401 S CHRISTIANA AVE,CHICAGO,IL,60623,41.848005089775185,-87.70864812207589,"41.84800508977519, -87.70864812207587"
5286,2401 S RIDGEWAY AVE,CHICAGO,IL,60623,41.84790935651568,-87.71840566533285,"41.84790935651568, -87.71840566533285"
5287,2401 W CONGRESS ST,CHICAGO,IL,60612,41.87488570941839,-87.68631141746397,"41.874885709418386, -87.68631141746397"
5288,2401 W CONGRESS,CHICAGO,IL,60612,41.87488570941839,-87.68631141746397,"41.874885709418386, -87.68631141746397"
5289,2401 W DEVON AVE,CHICAGO,IL,60659,41.997618688841094,-87.6899394819467,"41.997618688841094, -87.6899394819467"
5290,2401 W OGDEN AVE,CHICAGO,IL,60608,41.864646729615934,-87.68600251219546,"41.86464672961594, -87.68600251219546"
5291,2401 W ROOSEVELT RD,CHICAGO,IL,60608,41.866501191036456,-87.68615759902146,"41.86650119103645, -87.68615759902146"
5292,2401- 2407 W OGDEN AVE,CHICAGO,IL,60608,41.864646729615934,-87.68600251219546,"41.86464672961594, -87.68600251219546"
5293,2401-2403 N MILWAUKEE AVE,CHICAGO,IL,60647,41.92489740229432,-87.70036657187526,"41.92489740229432, -87.70036657187526"
5294,2401-2403 N WESTERN AVE,CHICAGO,IL,60647,41.92494200350331,-87.68749640204432,"41.92494200350331, -87.68749640204432"
5295,2401-2405 W DEVON AVE,CHICAGO,IL,60659,41.997618688841094,-87.6899394819467,"41.997618688841094, -87.6899394819467"
5296,2401-2407 W OGDEN AVE,CHICAGO,IL,60608,41.864646729615934,-87.68600251219546,"41.86464672961594, -87.68600251219546"
5297,2402 S BLUE ISLAND AVE,CHICAGO,IL,60608,41.848791911558976,-87.67540116150231,"41.848791911558976, -87.67540116150232"
5298,2402 S WENTWORTH AVE,CHICAGO,IL,60616,41.84905237872757,-87.63207691880119,"41.84905237872757, -87.63207691880118"
5299,2403 S WENTWORTH AVE,CHICAGO,IL,60616,41.84905549563665,-87.63178333329273,"41.84905549563665, -87.63178333329273"
5300,2404 N LINCOLN AVE,CHICAGO,IL,60614,41.925519099099496,-87.64907013845293,"41.9255190990995, -87.64907013845294"
5301,2404 S BLUE ISLAND AVE,CHICAGO,IL,60608,41.84878118113963,-87.67542917644128,"41.84878118113963, -87.67542917644128"
5302,2404 S WOLCOTT AVE BLDG,CHICAGO,IL,60608,41.84832465538536,-87.67343415669363,"41.848324655385355, -87.67343415669363"
5303,2404 S WOLCOTT AVE,CHICAGO,IL,60608,41.84832465538536,-87.67343415669363,"41.848324655385355, -87.67343415669363"
5304,2404 W 46TH PL,CHICAGO,IL,60632,41.80945691736228,-87.68474598934671,"41.80945691736228, -87.68474598934672"
5305,2405 S WHIPPLE ST,CHICAGO,IL,60623,41.84798816174664,-87.70131718779278,"41.847988161746635, -87.70131718779278"
5306,2405-2407 S WENTWORTH AVE,CHICAGO,IL,60616,41.848992426158325,-87.63178213569167,"41.848992426158325, -87.63178213569165"
5307,2406 S CENTRAL PARK (3600W),CHICAGO,IL,60623,41.84777119081383,-87.71503378052144,"41.84777119081383, -87.71503378052142"
5308,2406 W BRYN MAWR AVE,CHICAGO,IL,60659,41.98327650698798,-87.68976093525394,"41.98327650698798, -87.68976093525394"
5309,2406 W DIVERSEY AVE,CHICAGO,IL,60647,41.93228085310295,-87.68819005751769,"41.932280853102945, -87.68819005751767"
5310,2407 N CLARK ST,CHICAGO,IL,60614,41.925848669341796,-87.6404864171542,"41.9258486693418, -87.64048641715421"
5311,2407 W LUNT AVE,CHICAGO,IL,60645,42.008539538800065,-87.69050051086755,"42.00853953880006, -87.69050051086757"
5312,2408 N LINCOLN AVE,CHICAGO,IL,60614,41.925602222847466,-87.64918928869714,"41.925602222847466, -87.64918928869714"
5313,2408 W BRYN MAWR AVE,CHICAGO,IL,60659,41.983276253320106,-87.68984475766506,"41.98327625332011, -87.68984475766506"
5314,2408-2410 W FULLERTON AVE,CHICAGO,IL,60647,41.92500732368619,-87.68801953359667,"41.92500732368619, -87.68801953359667"
5315,2409 E 79TH ST,CHICAGO,IL,60649,41.7516235117231,-87.5658332805911,"41.7516235117231, -87.5658332805911"
5316,2409 N WESTERN AVE,CHICAGO,IL,60647,41.92521769617991,-87.68750659490456,"41.92521769617991, -87.68750659490456"
5317,2409 S WENTWORTH AVE,CHICAGO,IL,60616,41.84886788715507,-87.63178011327585,"41.84886788715507, -87.63178011327585"
5318,241 E 115TH ST,CHICAGO,IL,60628,41.68527963752505,-87.61640258132084,"41.68527963752505, -87.61640258132084"
5319,241 E 58TH ST,CHICAGO,IL,60637,41.78918658848024,-87.61916278956775,"41.78918658848024, -87.61916278956777"
5320,2410 N LINCOLN AVE,CHICAGO,IL,60614,41.92564378467549,-87.64924886393534,"41.925643784675486, -87.64924886393534"
5321,2410 N MILWAUKEE AVE,CHICAGO,IL,60647,41.924916170210636,-87.70086165911448,"41.92491617021063, -87.70086165911447"
5322,2410 S LEAVITT (2200W),CHICAGO,IL,60608,41.84809742496657,-87.68078114123138,"41.84809742496657, -87.68078114123138"
5323,2410 W 111TH ST,CHICAGO,IL,60655,41.6918920846157,-87.68169803657618,"41.6918920846157, -87.68169803657617"
5324,2411 N CLARK ST,CHICAGO,IL,60614,41.92594939071096,-87.64055080728123,"41.925949390710954, -87.64055080728124"
5325,2411 N MARSHFIELD AVE,CHICAGO,IL,60614,41.92570297815611,-87.66942240600999,"41.92570297815611, -87.66942240600999"
5326,2411 S MICHIGAN AVE,CHICAGO,IL,60616,41.84892168745078,-87.62355885257703,"41.84892168745078, -87.62355885257705"
5327,2411 S WALLACE ST,CHICAGO,IL,60616,41.848945134619505,-87.64209059720537,"41.848945134619505, -87.64209059720537"
5328,2411 S WENTWORTH AVE,CHICAGO,IL,60616,41.848804836394464,-87.63177773474665,"41.848804836394464, -87.63177773474666"
5329,2411 S WESTERN AVE,CHICAGO,IL,60608,41.848041746443315,-87.68538029834394,"41.84804174644331, -87.68538029834394"
5330,2411 W NORTH AVE,CHICAGO,IL,60647,41.910205129391386,-87.68770229368916,"41.910205129391386, -87.68770229368916"
5331,2412 N LINCOLN AVE,CHICAGO,IL,60614,41.92568534647288,-87.6493084392509,"41.925685346472875, -87.6493084392509"
5332,2413 S OAKLEY AVE,CHICAGO,IL,60608,41.8480440204021,-87.68293718057815,"41.8480440204021, -87.68293718057815"
5333,2413 W 79TH ST,CHICAGO,IL,60652,41.74992222009702,-87.68339930418693,"41.74992222009702, -87.68339930418693"
5334,2413-2415 N CLARK ST,CHICAGO,IL,60614,41.92600218310954,-87.64058188857003,"41.92600218310954, -87.64058188857001"
5335,2414 S ALBANY AVE,CHICAGO,IL,60623,41.84768526326838,-87.70282759200492,"41.84768526326838, -87.70282759200494"
5336,2414 S OAKLEY AVE,CHICAGO,IL,60608,41.847912783858966,-87.68322664007134,"41.847912783858966, -87.68322664007135"
